,Characters,Lines
0,PROSPERO,697
1,CALIBAN,175
2,ARIEL,170
3,STEPHANO,163
4,GONZALO,163
5,ANTONIO,148
6,FERDINAND,148
7,MIRANDA,142
8,SEBASTIAN,120
9,ALONSO,110
10,TRINCULO,106
11,Boatswain,45
12,IRIS,42
13,CERES,24
14,ADRIAN,12
15,FRANCISCO,11
16,JUNO,8
17,Master,3
18,Mariners,1
19,LUCENTIO,1
