,Characters,Lines
0,BIRON,624
1,FERDINAND,315
2,PRINCESS,287
3,ADRIANO DE ARMADO,268
4,BOYET,236
5,COSTARD,207
6,MOTH,201
7,HOLOFERNES,186
8,ROSALINE,172
9,DUMAIN,93
10,LONGAVILLE,69
11,SIR NATHANIEL,67
12,KATHARINE,46
13,MARIA,43
14,DULL,30
15,JAQUENETTA,22
16,Forester,5
17,MERCADE,4
18,First Lord,2
19,ARMADO,1
